year_month,n_observations,n_unique_options,mean_mid_price,mean_iv,mean_spread_pct,mean_volume,mean_oi,mean_vix
2010-01,63,63,78.12333333333333,0.1664052380952381,0.05453891606557742,518.5555555555555,6617.714285714285,16.99936507936508
2010-02,32,32,85.03,0.1771724375,0.04918570604021715,306.375,3467.125,18.18
2010-03,49,49,72.16969387755103,0.18352269387755102,0.053365773605518245,673.5714285714286,6766.0,19.342448979591836
2010-04,18,18,77.0611111111111,0.16970905555555554,0.05702117986905128,783.3888888888889,7196.111111111111,18.85111111111111
2010-05,69,69,66.1936231884058,0.1751457536231884,0.05263969830446218,1004.4927536231884,6494.391304347826,17.416376811594205
2010-06,30,30,78.60866666666666,0.18038543333333334,0.06112532255793208,480.8,4620.533333333334,17.591333333333335
2010-07,24,24,85.88208333333334,0.171404625,0.05517608769733514,750.7083333333334,6178.333333333333,17.3625
2010-08,55,55,77.28381818181818,0.1526777818181818,0.050472381671796275,961.8545454545455,8462.054545454546,17.026363636363637
2010-09,25,25,64.7178,0.1625,0.05728070969664549,887.76,9125.16,17.566000000000003
2010-10,21,21,83.68119047619048,0.175606,0.05239943258061652,324.9047619047619,3349.2380952380954,17.06
2010-11,16,16,92.28812500000001,0.1789783125,0.05247145333119344,686.0625,9822.875,20.11375
2010-12,14,14,91.17357142857144,0.17858235714285714,0.05164796384106823,442.64285714285717,5270.857142857143,20.24142857142857
2011-01,15,15,81.90733333333334,0.18134273333333334,0.06907729761740307,596.8,8488.133333333333,19.197333333333333
2011-02,48,48,81.56104166666667,0.18679354166666665,0.05089295096082149,796.0625,6336.666666666667,19.00166666666667
2011-03,13,13,63.906153846153856,0.18760546153846155,0.057482801688896704,1075.6923076923076,29284.76923076923,18.9
2011-04,29,29,62.38620689655173,0.16491186206896552,0.07227097134204029,567.6206896551724,4944.9655172413795,17.47586206896552
2011-05,74,74,73.37216216216216,0.15855337837837838,0.064492987964538,1575.6486486486488,16940.513513513513,16.677567567567568
2011-06,2,2,146.2475,0.182158,0.06771557466274347,2011.5,12351.5,19.35
2011-07,40,40,82.306625,0.1780891,0.052286685444022596,695.975,10020.6,18.87325
2011-08,25,25,70.398,0.1711982,0.05216939778399973,846.8,10878.12,17.964399999999998
2011-09,46,46,69.24347826086957,0.1744103043478261,0.0549062583764941,607.6304347826087,7474.304347826087,17.23478260869565
2011-10,40,40,65.64,0.17577194999999998,0.054977037526056136,2974.925,36733.4,17.757749999999998
2011-11,9,9,60.78055555555555,0.1759738888888889,0.04734140394064897,766.1111111111111,7277.666666666667,19.875555555555554
2011-12,58,58,80.4201724137931,0.18328068965517244,0.05077070588216439,1150.7931034482758,7902.741379310345,19.446724137931035
2012-01,84,84,69.70523809523809,0.19864145238095238,0.05750666168251103,891.1785714285714,13386.964285714286,19.31083333333333
2012-02,81,81,67.9170987654321,0.2003948024691358,0.05736587176882777,837.0370370370371,11417.604938271605,20.92641975308642
2012-03,65,65,66.24715384615385,0.18662892307692308,0.047192174798491464,1325.5076923076922,22163.292307692307,19.21415384615385
2012-04,31,31,76.06919354838709,0.17975290322580645,0.05001091846430345,871.516129032258,11190.354838709678,18.666774193548388
2012-05,52,52,66.08634615384616,0.17084428846153846,0.0636688703873676,717.6153846153846,9154.961538461539,18.300384615384612
2012-06,80,80,67.5385625,0.1689645875,0.06418527166928094,725.6125,15280.6625,15.223500000000001
2012-07,75,75,83.68826666666666,0.18061784,0.06399387268819405,1083.7066666666667,8407.146666666667,17.771866666666664
2012-08,64,64,67.41296875,0.19359678125,0.052562853059051104,1106.140625,19458.515625,20.4884375
2012-09,49,49,61.49642857142857,0.19238222448979592,0.046387046710516674,1309.1632653061224,14745.897959183674,18.21673469387755
2012-10,85,85,76.38111764705883,0.18661956470588234,0.056883651799209865,1263.2823529411764,12228.776470588235,19.008
2012-11,47,47,75.02095744680851,0.15800927659574468,0.049922511412174665,945.4042553191489,12383.936170212766,16.30808510638298
2012-12,49,49,78.01510204081632,0.15832640816326532,0.051266360231777754,690.7755102040817,6686.714285714285,17.74061224489796
2013-01,59,59,68.80508474576271,0.16643055932203388,0.054383180796069984,1107.0677966101696,8712.93220338983,17.383220338983048
2013-02,75,75,71.38326666666667,0.16443456,0.05896492128067751,1829.56,21327.68,17.436533333333333
2013-03,55,55,68.36318181818181,0.1773907090909091,0.06401728271134736,851.6363636363636,9599.963636363636,17.77490909090909
2013-04,71,71,80.10338028169015,0.18470557746478874,0.05446195560794996,703.9154929577464,8161.352112676056,19.00112676056338
2013-05,75,75,65.12580000000001,0.18688744,0.05731125904829232,1064.1333333333334,10655.826666666666,19.420666666666666
2013-06,93,93,49.52940860215053,0.21675407526881718,0.05705497916891624,1204.3978494623657,20025.827956989247,22.731827956989246
2013-07,119,119,51.16378151260504,0.19948494957983193,0.059748175040678246,1401.2521008403362,19334.428571428572,21.729747899159666
2013-08,57,57,57.689473684210526,0.18816633333333332,0.06204749225462987,1958.859649122807,18718.175438596492,17.962456140350877
2013-09,30,30,58.68933333333334,0.188616,0.05315669213874419,2134.8333333333335,17796.266666666666,18.618
2013-10,104,104,43.21264423076923,0.19339925961538462,0.05467767444367496,1196.826923076923,21974.923076923078,20.45576923076923
2013-11,176,176,43.70764204545455,0.1924294488636364,0.05586340660132263,1375.0795454545455,18826.642045454544,19.867613636363636
2013-12,73,73,45.735821917808224,0.17468969863013697,0.05244368593050032,974.3424657534247,18272.657534246577,18.370821917808218
2014-01,174,174,43.902557471264366,0.17806616091954022,0.06200267451017825,1145.183908045977,10556.051724137931,18.868735632183906
2014-02,101,101,48.73544554455445,0.18389380198019803,0.06357385948654763,1175.8019801980197,12125.772277227723,19.488019801980197
2014-03,100,100,47.5037,0.16196748,0.05302308093720534,1779.97,19825.28,17.9101
2014-04,56,56,39.53116071428571,0.161122625,0.04706427673261222,1073.2142857142858,12556.339285714286,16.46785714285714
2014-05,149,149,46.883624161073826,0.1612881275167785,0.052137884282646006,1179.0939597315437,15309.375838926175,16.666510067114093
2014-06,102,102,55.42627450980392,0.14929662745098038,0.05430036562487282,1131.8431372549019,9662.28431372549,14.316666666666666
2014-07,86,86,51.09604651162791,0.15414593023255815,0.060323040655729014,993.5581395348837,11615.976744186046,15.958953488372094
2014-08,149,149,43.90778523489933,0.17360842281879194,0.05969382309574495,1377.6845637583892,13846.181208053691,18.448590604026847
2014-09,143,143,48.97444055944056,0.1837956083916084,0.05854538324295724,1392.6923076923076,17261.412587412586,18.67083916083916
2014-10,118,118,45.57724576271186,0.17232016101694916,0.06088459353250254,1707.1186440677966,15368.974576271186,17.889237288135593
2014-11,112,112,56.9403125,0.16958145535714286,0.056032406877450425,1602.517857142857,11633.785714285714,17.978303571428572
2014-12,151,151,54.685165562913916,0.1872434569536424,0.05572841683973628,1589.0596026490066,18886.748344370862,18.933245033112584
2015-01,86,86,51.47087209302325,0.20589581395348835,0.05320479823271752,1184.6046511627908,17356.60465116279,20.480581395348835
2015-02,94,94,57.369255319148934,0.18253022340425534,0.05793475539878327,1447.468085106383,13393.478723404256,18.904893617021276
2015-03,70,70,58.7375,0.16939038571428572,0.058916462987666056,1171.6,11451.671428571428,17.898142857142854
2015-04,108,108,56.26916666666666,0.1583375925925926,0.05720439306803207,1541.5277777777778,17083.37037037037,16.835833333333333
2015-05,67,67,61.45111940298508,0.1616815671641791,0.05466929450505782,1196.4179104477612,13041.208955223881,17.0655223880597
2015-06,123,123,63.24182926829268,0.1674329105691057,0.05671250500913412,1657.1300813008131,23347.19512195122,17.380894308943088
2015-07,195,195,63.271743589743586,0.18731126666666667,0.0535149069401498,1816.6564102564103,18655.035897435897,19.554153846153845
2015-08,90,90,63.116055555555555,0.19668035555555557,0.058260491969978484,1314.5222222222221,14660.066666666668,21.230666666666668
2015-09,177,177,51.59344632768362,0.1985008870056497,0.05501383765605917,1788.4350282485875,22888.41242937853,20.411638418079097
2015-10,127,127,63.39822834645669,0.20351718110236222,0.051664271381343795,1196.5118110236222,10503.897637795275,20.798897637795275
2015-11,120,120,52.1735,0.18725315833333334,0.05766028693088859,1445.6333333333334,19960.775,19.62475
2015-12,165,165,63.262090909090915,0.16186642424242423,0.05456739387829003,1220.5454545454545,11559.727272727272,16.930363636363634
2016-01,100,100,67.53235,0.16708568,0.06116221712181184,1294.2,18672.13,17.7009
2016-02,102,102,73.67833333333334,0.16043276470588236,0.05969858139958991,2047.764705882353,17803.039215686276,17.21921568627451
2016-03,98,98,69.20142857142856,0.1584422448979592,0.05785045155510863,1892.938775510204,26702.132653061224,16.052040816326528
2016-04,59,59,69.49033898305085,0.17506574576271186,0.06886939796208431,1165.2033898305085,19020.491525423728,18.182542372881354
2016-05,49,49,73.50010204081633,0.18466469387755102,0.0546996896818419,1665.204081632653,20930.469387755104,19.58816326530612
2016-06,48,48,62.634166666666665,0.17309835416666666,0.05925885060895336,1296.2708333333333,8302.541666666666,17.468333333333334
2016-07,119,119,55.63373949579832,0.16982391596638657,0.07053290309357944,2117.6974789915967,27796.789915966387,18.300420168067227
2016-08,137,137,60.61656934306569,0.1760274087591241,0.061697807746613965,1357.2846715328467,18673.693430656935,17.58978102189781
2016-09,60,60,76.54658333333333,0.17861716666666666,0.060027097094626246,2109.8,51003.71666666667,19.562833333333334
2016-10,90,90,66.4835,0.1734616111111111,0.05974634725190434,1164.7555555555555,13152.288888888888,17.634333333333334
2016-11,46,46,68.61347826086957,0.16580958695652173,0.0715228120427063,1858.0869565217392,18542.804347826088,16.726521739130433
2016-12,169,169,70.19973372781065,0.19392465088757396,0.052337832874102534,1824.8461538461538,22253.254437869822,20.591242603550295
2017-01,104,104,74.943125,0.194775625,0.054078045850130985,2179.8365384615386,18576.5,19.925000000000004
2017-02,123,123,72.87036585365854,0.18927242276422765,0.05443957627905906,1602.0,16030.642276422765,20.609837398373983
2017-03,99,99,75.96469696969697,0.19616884848484847,0.05325496261830183,1503.6464646464647,15655.242424242424,21.285353535353536
2017-04,188,188,70.29226063829788,0.1785993829787234,0.05433492304572992,1254.2712765957447,16983.76595744681,18.73
2017-05,97,97,74.60639175257732,0.17025614432989689,0.051986872579582094,1905.9484536082475,25367.731958762888,17.344742268041237
2017-06,140,140,63.939392857142856,0.19802509285714287,0.06471339836225738,1416.5928571428572,27989.992857142857,19.485714285714284
2017-07,118,118,52.89084745762712,0.21649469491525425,0.05627633196190674,1789.093220338983,16371.610169491525,22.60313559322034
2017-08,96,96,57.15338541666667,0.20952497916666668,0.05152384901807891,1303.2395833333333,16498.885416666668,21.094270833333333
